app_id,run_id,client_id,work_id,title,inn,positiontitle,standing,standingfrom,fullstanding
4770,2018804,3691,88403,,,,3.00,,125.00
7521,619706,5596,126559,ООО СТРОЙЦЕНТР,912387179751,Врач,51.00,2015-07-21,51.00
7522,619796,5599,126596,ООО СТРОЙЦЕНТР,912387179751,Врач,51.00,2015-07-21,51.00
7524,619925,5605,126658,ООО СЕЛЬХОЗСНАБ,4027185277,разработчик,133.00,2008-07-16,133.00
7528,620596,5611,126836,ООО ЭЛИТ-СТРОЙ,4056831274,рук проекта,59.00,2015-01-01,120.00
7529,620597,5612,126837,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7529,620601,5612,126839,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7530,620618,5613,126850,ООО ЭЛИТ-СТРОЙ,4056831274,рук проекта,59.00,2015-01-01,120.00
7531,620619,5614,126851,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7531,620622,5614,126854,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7532,620672,5616,126877,ООО ЭЛИТ-СТРОЙ,4056831274,рук проекта,59.00,2015-01-01,120.00
7533,620673,5617,126878,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7533,620677,5617,126880,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7534,620678,5619,126881,ООО ЭЛИТ-СТРОЙ,4056831274,рук проекта,59.00,2015-01-01,120.00
7535,620679,5620,126882,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7535,620686,5620,126886,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7536,620689,5622,126888,ООО ЭЛИТ-СТРОЙ,4056831274,рук проекта,59.00,2015-01-01,120.00
7537,620690,5623,126889,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7537,620691,5623,126890,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7538,620697,5625,126893,ООО ЭЛИТ-СТРОЙ,4056831274,рук проекта,59.00,2015-01-01,120.00
7539,620698,5626,126894,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7539,620704,5626,126898,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7540,620860,5628,126981,ООО ЭЛИТ-СТРОЙ,4056831274,рук проекта,59.00,2015-01-01,120.00
7541,620861,5629,126982,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7541,620862,5629,126983,ООО ПРОТОН,8887883226,лторгшрт,51.00,2015-10-10,308.00
7542,620986,5631,127034,ООО НАЧАЛО,4056831274,рукол,173.00,2005-01-01,241.00
7543,621006,5632,127045,ООО ПРОТОН,4008864852,Юрист,121.00,2009-11-04,132.00
7544,621076,5634,127079,ООО ПРОТОН,4008864852,Юрист,121.00,2009-11-04,132.00
7545,621104,5635,127095,ООО ЭЛИТ-СТРОЙ,596751311,шеф,179.00,2005-01-01,179.00
7546,621157,5637,127126,ООО ОК РЕМОНТ,9196821613,Должность,65.00,,65.00
7547,621198,5638,127150,ООО ГИГАНТ,9235833119,Ведущий специалист,13.00,2018-12-12,48.00
7548,621306,5640,127193,ООО ЭЛИТ-СТРОЙ,4056831274,рукк,58.00,2015-02-03,78.00
7548,621307,5640,127194,ООО ЭЛИТ-СТРОЙ,4056831274,рукк,58.00,2015-02-03,78.00
7549,621373,5641,127224,ООО ПОРТАЛ,7930804888,Специалист,120.00,2009-12-24,135.00
7549,621378,5641,127226,ООО ПОРТАЛ,7930804888,Специалист,120.00,2009-12-24,135.00
7550,621557,5643,127311,ООО ПОРТАЛ,7930804888,Специалист,120.00,2009-12-24,135.00
7550,621561,5643,127313,ООО ПОРТАЛ,7930804888,Специалист,120.00,2009-12-24,135.00
7551,621739,5644,127381,ООО СЕЛЬХОЗСНАБ,4027185277,разработчик,133.00,2008-07-16,133.00
2050007604,619334,2000079701,126406,,,,47.00,2016-10-18,152.00
2050007604,619376,2000079701,126414,ООО ПРОГРЕСС,4056830951,должник,47.00,2016-10-18,152.00
2050007604,619383,2000079701,126417,ООО ПРОГРЕСС,4056830951,должник,47.00,2016-10-18,152.00
2050007608,619528,2000079801,126483,,,,48.00,2016-09-27,189.00
2050007608,619545,2000079801,126490,ООО ПРОГРЕСС,4056830951,сотрудник,48.00,2016-09-27,189.00
2050007608,619558,2000079801,126496,ООО ПРОГРЕСС,4056830951,сотрудник,48.00,2016-09-27,189.00
2050007630,619978,2000076701,126678,ООО СИБТЕК,459925556175,авиваив,17.00,2019-04-01,133.00
2050007686,620683,2000076701,126884,ООО СИБТЕК,459925556175,авиваив,17.00,2019-04-01,133.00
2050007686,621526,2000076701,127298,ООО СИБТЕК,459925556175,авиваив,17.00,2019-04-01,133.00
2050007686,621569,2000076701,127318,ООО СИБТЕК,459925556175,авиваив,17.00,2019-04-01,133.00
2050007687,620993,2000063419,127038,,,,36.00,2017-09-09,112.00
2050007687,620994,2000063419,127039,ООО ПРОГРЕСС,4056830951,директор,36.00,2017-09-09,112.00
2050007689,621446,2000080301,127261,,,,75.00,2014-06-03,223.00
2050007689,621466,2000080301,127271,ООО ПРОГРЕСС,4056830951,статист,75.00,2014-06-03,223.00
2050007690,621540,2000080401,127301,,,,72.00,2014-09-08,176.00
2050007690,621560,2000080401,127312,ООО ПРОГРЕСС,4056830951,статист,72.00,2014-09-08,176.00
2100044145,2018813,2000731101,119971,ООО ЭЛИТ-СТРОЙ,5025658766,Экономист,190.00,2004-10-25,240.00
2100044145,2018813,2000731101,119982,ООО ЭЛИТ-СТРОЙ,5025658766,Экономист,190.00,2004-10-25,240.00
2100044145,2018813,2000731101,122364,ООО ЭЛИТ-СТРОЙ,5025658766,Экономист,190.00,2004-10-25,240.00
2100046244,621390,2000758501,127234,ООО ПРОГРЕСС,4056830951,разработчик,132.00,2009-09-10,149.00
2100048246,619609,2000776701,126515,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048246,619613,2000776701,126518,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048246,619619,2000776701,126523,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048246,619627,2000776701,126527,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048247,619661,2000776801,126539,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048247,619667,2000776801,126541,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048247,619669,2000776801,126542,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2300154571,620439,2000849968,126770,,,,64.00,2015-05-01,64.00
2100048247,619671,2000776801,126543,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048248,619677,2000776802,126547,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048248,619680,2000776802,126549,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048248,619692,2000776802,126552,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048248,619701,2000776802,126556,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048249,619785,2000776901,126588,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048249,619787,2000776901,126590,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048249,619788,2000776901,126591,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048249,619789,2000776901,126592,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048250,620087,2000777001,126710,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048250,620088,2000777001,126711,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048250,620089,2000777001,126712,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048250,620090,2000777001,126713,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-21,130.00
2100048296,620291,2000777301,126721,,,,76.00,2014-02-02,101.00
2100048296,620293,2000777301,126723,ООО ПРОГРЕСС,4056830951,Банкир,76.00,2014-02-02,101.00
2100048297,620292,2000777302,126722,,,,76.00,2014-02-02,101.00
2100048297,620294,2000777302,126724,ООО ПРОГРЕСС,4056830951,Банкир,76.00,2014-02-02,101.00
2100048298,620347,2000777501,126728,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048298,620349,2000777501,126730,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048298,620350,2000777501,126731,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048298,620356,2000777501,126732,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048299,620405,2000777601,126753,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048299,620407,2000777601,126754,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048299,620410,2000777601,126756,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048299,620416,2000777601,126758,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048300,620507,2000777701,126802,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048300,620508,2000777701,126803,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048300,620514,2000777701,126807,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048300,620519,2000777701,126809,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048301,620607,2000777801,126843,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048301,620610,2000777801,126846,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048301,620617,2000777801,126849,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048301,620624,2000777801,126856,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048301,620954,2000777801,127025,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048301,620987,2000777801,127035,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048302,620658,2000777901,126868,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048302,620659,2000777901,126869,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048302,620661,2000777901,126871,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048302,620669,2000777901,126875,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048305,621702,2000777401,127366,,,,113.00,2011-04-18,169.00
2100048305,621816,2000777401,127394,ООО ПРОГРЕСС,4056830951,Менеджер,113.00,2011-04-18,169.00
2100048306,621410,2000778001,127245,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048306,621411,2000778001,127246,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048306,621415,2000778001,127250,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2100048306,621423,2000778001,127254,ООО ПРОГРЕСС,4056830951,Спец,120.00,2017-09-22,130.00
2300014141,619327,2000362002,126403,ООО ЭЛИТ-СТРОЙ,4007644963,разработчик,73.00,2014-06-05,133.00
2300014204,621645,2000364302,127348,ООО ПРОГРЕСС,3405690312,разработчик,73.00,2014-06-05,133.00
2300014204,621694,2000364302,127362,ООО ПРОГРЕСС,3405690312,разработчик,73.00,2014-06-05,133.00
2300014778,621375,2000376901,127225,ООО АГРОТРЕЙДИНГ,4007644963,разработчик,73.00,2014-06-05,133.00
2300128258,620962,2000232701,127027,,,,0.00,,0.00
2300128258,620971,2000232701,127029,,,,0.00,,0.00
2300139055,621653,2000813148,127349,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300139055,621662,2000813148,127352,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300139055,621669,2000813148,127354,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300139121,621644,2000813734,127346,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300139121,621704,2000813734,127367,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300139173,621497,2000813859,127288,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300139173,621518,2000813859,127295,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300139176,620612,2000813933,126847,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300139176,621440,2000813933,127257,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300139223,620649,2000814152,126864,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300139223,620682,2000814152,126883,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300139771,619420,2000817136,126435,ООО ФАКТОР,4056830951,разработчик,75.00,2014-06-05,133.00
2300141401,619584,2000825534,126506,,,,0.00,,0.00
2300141401,619587,2000825534,126508,,,,0.00,,0.00
2300141401,619599,2000825534,126509,,,,0.00,,0.00
2300141552,620592,2000826368,126835,,,,0.00,,0.00
2300144210,621277,2000839865,127181,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144210,621283,2000839865,127183,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144213,621262,2000840066,127173,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144213,621267,2000840066,127174,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144261,621246,2000840283,127169,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144261,621257,2000840283,127171,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144262,619385,2000840365,126418,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144262,619394,2000840365,126421,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144262,620341,2000840365,126726,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144264,619372,2000840466,126413,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144264,619444,2000840466,126440,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144390,619361,2000840992,126411,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144390,619365,2000840992,126412,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300144390,620339,2000840992,126725,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300145481,619709,2000848495,126561,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300145481,619719,2000848495,126563,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300145481,619724,2000848495,126564,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300145481,619729,2000848495,126565,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300145691,620711,2000849774,126901,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300146127,620806,2000838894,126954,ООО ФЕНИКС,8451839241,Специалист,43.00,2017-02-01,128.00
2300146127,620818,2000838894,126961,ООО ФЕНИКС,8451839241,Специалист,43.00,2017-02-01,128.00
2300146127,620823,2000838894,126964,ООО ФЕНИКС,8451839241,Специалист,43.00,2017-02-01,128.00
2300147669,620728,2000860208,126909,ООО ФАКТОР,4056830951,служ,120.00,2010-09-09,120.00
2300147670,620370,2000860297,126736,,,,120.00,2010-09-09,120.00
2300147670,620372,2000860297,126738,ООО АГРОТРЕЙДИНГ,4056831274,служ,120.00,2010-09-09,120.00
2300147670,620383,2000860297,126739,ООО АГРОТРЕЙДИНГ,4056831274,служ,120.00,2010-09-09,120.00
2300147670,620390,2000860297,126744,ООО АГРОТРЕЙДИНГ,4056831274,служ,120.00,2010-09-09,120.00
2300147670,620395,2000860297,126746,ООО АГРОТРЕЙДИНГ,4056831274,служ,120.00,2010-09-09,120.00
2300147815,620731,2000860908,126911,,,,120.00,2010-09-09,120.00
2300147815,620749,2000860908,126916,ООО ФАКТОР,4056830951,служ,120.00,2010-09-09,120.00
2300147815,620760,2000860908,126923,ООО ФАКТОР,4056830951,служ,120.00,2010-09-09,120.00
2300147815,620768,2000860908,126928,ООО ФАКТОР,4056830951,служ,120.00,2010-09-09,120.00
2300147815,620773,2000860908,126931,ООО ФАКТОР,4056830951,служ,120.00,2010-09-09,120.00
2300148302,619766,2000831266,126580,ООО ЭЛИТ-СТРОЙ,5025658766,Экономист,190.00,2004-11-19,240.00
2300148302,619768,2000831266,126582,ООО ЭЛИТ-СТРОЙ,5025658766,Экономист,190.00,2004-11-19,240.00
2300152121,619673,2000851865,126544,,,,13.00,2019-08-30,54.00
2300152121,619782,2000851865,126586,,,,13.00,2019-08-30,54.00
2300152121,619830,2000851865,126610,,,,13.00,2019-08-30,54.00
2300152183,621100,2000882497,127094,ООО ЕРМОЛАЙ,4017898397,рук-ль,24.00,2018-09-01,60.00
2300152183,621108,2000882497,127099,ООО ЕРМОЛАЙ,4017898397,рук-ль,24.00,2018-09-01,60.00
2300152183,621112,2000882497,127103,ООО ЕРМОЛАЙ,4017898397,рук-ль,24.00,2018-09-01,60.00
2300152237,621591,2000882700,127328,,,,134.00,2009-07-06,181.00
2300152237,621621,2000882700,127336,ООО АГРОТРЕЙДИНГ,4406873647,Бухгалтер,134.00,2009-07-06,181.00
2300152397,621269,2000816457,127175,ООО ИНТЕГРАЦИЯ,4056830951,Специалист,20.00,2019-01-01,120.00
2300152450,619894,2000850576,126644,ООО ЭЛИТ-СТРОЙ,5025658766,Экономист,190.00,2004-11-21,240.00
2300152452,621405,2000884097,127244,ООО ПОРТАЛ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152452,621417,2000884097,127251,ООО ПОРТАЛ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152564,619827,2000884697,126608,ООО ЭЛИТ-СТРОЙ,5025658766,Экономист,190.00,2004-11-21,240.00
2300152564,619857,2000884697,126627,ООО ЭЛИТ-СТРОЙ,5025658766,Экономист,190.00,2004-11-21,240.00
2300152611,619337,2000884731,126407,ООО БАТИСТ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152618,619746,2000884615,126569,,,Экономист,190.00,2004-11-21,240.00
2300152622,619331,2000884798,126404,ООО БАТИСТ,5283801007,Специалист,43.00,2017-02-01,128.00
2300152623,619399,2000884799,126423,ООО ПОРТАЛ,8486885261,спец,27.00,2018-06-21,50.00
2300152623,619404,2000884799,126426,ООО ПОРТАЛ,8486885261,спец,27.00,2018-06-21,50.00
2300152624,619325,2000884800,126402,ООО ФЕНИКС,4007644963,разработчик,75.00,2014-06-05,133.00
2300152625,619332,2000884801,126405,ООО ЭЛИТ-СТРОЙ,5025658766,Экономист,190.00,2004-11-21,240.00
2300152626,619341,2000884802,126408,ООО ЕРМОЛАЙ,4000228473,Менеджер,11.00,2019-10-01,60.00
2300152626,619474,2000884802,126457,ООО ОК РЕМОНТ,4000228473,Менеджер,11.00,2019-10-01,60.00
2300152626,619557,2000884802,126495,ООО ОК РЕМОНТ,4000228473,Менеджер,11.00,2019-10-01,60.00
2300152626,619561,2000884802,126500,ООО ОК РЕМОНТ,4000228473,Менеджер,11.00,2019-10-01,60.00
2300152629,619345,2000884805,126409,ООО ИНТЕГРАЦИЯ,4028628075,вывпывапыва,21.00,2018-12-12,246.00
2300152632,619347,2000884807,126410,ООО ЭЛИТ-СТРОЙ,5025658766,Экономист,190.00,2004-11-21,240.00
2300152684,619414,2000884920,126431,,,БИЗНЕС-АНАЛИТИК,20.00,2019-01-01,146.00
2300152685,619381,2000884997,126415,,,,75.00,2014-06-05,133.00
2300152685,619391,2000884997,126419,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300152685,619402,2000884997,126424,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300152685,619406,2000884997,126427,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300152685,619411,2000884997,126429,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300152686,619382,2000884998,126416,,,,75.00,2014-06-05,133.00
2300152686,619392,2000884998,126420,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300152686,619403,2000884998,126425,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300152686,619408,2000884998,126428,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300152686,619413,2000884998,126430,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300152686,621741,2000884998,127382,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300152686,621745,2000884998,127383,ООО ПРОГРЕСС,3405690312,разработчик,75.00,2014-06-05,133.00
2300152687,619417,2000885097,126433,ООО БАТИСТ,5283801007,Специалист,43.00,2017-02-01,128.00
2300152687,619489,2000885097,126466,ООО ЭЛИТ-СТРОЙ,8387615401,Специалист,43.00,2017-02-01,128.00
2300152687,619525,2000885097,126480,ООО ЭЛИТ-СТРОЙ,8387615401,Специалист,43.00,2017-02-01,128.00
2300152687,619582,2000885097,126505,ООО ЭЛИТ-СТРОЙ,8387615401,Специалист,43.00,2017-02-01,128.00
2300152689,619398,2000885099,126422,ООО БАТИСТ,5283801007,Продавец,125.00,2010-04-21,249.00
2300152690,619430,2000885100,126438,,,ЗАМЕСТИТЕЛЬ ГЕНЕРАЛЬНОГО ДИРЕКТОРА,44.00,2017-01-01,182.00
2300152691,619416,2000885101,126432,ООО БАТИСТ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152691,619418,2000885101,126434,ООО БАТИСТ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152692,619445,2000885197,126441,,,,93.00,2012-12-12,109.00
2300152692,619449,2000885197,126443,ООО СИБТЕК,2805855829,щшыуцкгщце,93.00,2012-12-12,109.00
2300152693,619456,2000885102,126447,,,ВЕДУЩИЙ ИНЖЕНЕР,54.00,2016-03-01,182.00
2300152694,619428,2000885103,126436,ООО ЭЛИТ-СТРОЙ,4056830951,Заведующий отделом,60.00,2015-09-21,60.00
2300152694,619429,2000885103,126437,ООО ЭЛИТ-СТРОЙ,4056830951,Заведующий отделом,60.00,2015-09-21,60.00
2300152695,619442,2000885104,126439,ООО ЕРМОЛАЙ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152695,619446,2000885104,126442,ООО ЕРМОЛАЙ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152695,619450,2000885104,126444,ООО ЕРМОЛАЙ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152695,619452,2000885104,126445,ООО ЕРМОЛАЙ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152695,619455,2000885104,126446,ООО ЕРМОЛАЙ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152741,619488,2000375201,126465,,,,72.00,2014-09-04,91.00
2300152741,619518,2000375201,126475,ООО ПРОТОН,4492705300,Тест,72.00,2014-09-04,91.00
2300152741,619521,2000375201,126477,ООО ПРОТОН,4492705300,Тест,72.00,2014-09-04,91.00
2300152741,619574,2000375201,126498,ООО ПРОТОН,4492705300,Тест,72.00,2014-09-04,91.00
2300152741,619646,2000375201,126535,ООО ПРОТОН,4492705300,Тест,72.00,2014-09-04,91.00
2300152742,619473,2000885140,126456,,,ВЕДУЩИЙ ИНЖЕНЕР,30.00,2018-03-01,185.00
2300152743,619460,2000885297,126448,,,,120.00,2010-09-30,169.00
2300152743,619464,2000885297,126450,ООО ФАКТОР,4056830951,hjhjh,120.00,2010-09-30,169.00
2300152743,619472,2000885297,126455,ООО ФАКТОР,4056830951,hjhjh,120.00,2010-09-30,169.00
2300152744,619463,2000885398,126449,ООО БАТИСТ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152744,619468,2000885398,126452,ООО БАТИСТ,4007644963,разработчик,75.00,2014-06-05,133.00
2300152745,619471,2000885399,126454,,,,93.00,2012-12-12,110.00
2300152745,619478,2000885399,126459,ООО СИБТЕК,2805855829,reutyeriuty,93.00,2012-12-12,110.00
2300152745,619484,2000885399,126462,ООО СИБТЕК,2805855829,reutyeriuty,93.00,2012-12-12,110.00
2300152745,619494,2000885399,126467,ООО СИБТЕК,2805855829,reutyeriuty,93.00,2012-12-12,110.00
2300152745,619580,2000885399,126504,ООО СИБТЕК,2805855829,reutyeriuty,93.00,2012-12-12,110.00
2300152745,619623,2000885399,126526,ООО СИБТЕК,2805855829,reutyeriuty,93.00,2012-12-12,110.00
2300152746,619497,2000885400,126469,ООО БАТИСТ,5283801007,Специалист,43.00,2017-02-01,128.00
2300152746,619890,2000885400,126640,ООО ЭЛИТ-СТРОЙ,8387615401,Специалист,43.00,2017-02-01,128.00
2300152746,619898,2000885400,126645,ООО ЭЛИТ-СТРОЙ,8387615401,Специалист,43.00,2017-02-01,128.00
2300152746,619903,2000885400,126649,ООО ЭЛИТ-СТРОЙ,8387615401,Специалист,43.00,2017-02-01,128.00
2300152747,619467,2000885401,126451,ООО ГЛОБУС,4616599050,спец,27.00,2018-06-21,50.00
2300152748,619470,2000884807,126453,ООО ЭЛИТ-СТРОЙ,5025658766,Экономист,190.00,2004-11-21,240.00
2300152749,619516,2000885400,126473,ООО БАТИСТ,5283801007,Специалист,43.00,2017-02-01,128.00
2300152750,619477,2000027201,126458,,,Врач,19.00,2018-12-12,48.00
2300152750,619485,2000027201,126463,ООО НАЧАЛО,4022183248,Врач,19.00,2018-12-12,48.00
